event-id,visible,timestamp,location-long,location-lat,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
507906750,true,2000-04-03 20:52:00.000,-4.130999999999972,27.881,27.881,27.881,"B",-4.131,-4.131,"argos-doppler-shift",,"Ma54-98","Ma54-98","Osprey (A), Southern Sweden"
507906751,true,2000-04-11 15:51:00.000,-12.394000000000005,40.068,40.068,40.068,"A",-12.394,-12.394,"argos-doppler-shift",,"Ma54-98","Ma54-98","Osprey (A), Southern Sweden"
507906752,true,1995-07-20 00:23:00.000,15.404,59.758,59.758,59.758,"1",15.404,15.404,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906753,true,1995-07-20 02:06:00.000,15.484,59.707,59.707,59.707,"3",15.484,15.484,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906754,true,1995-07-20 03:42:00.000,15.362,59.743,59.743,59.743,"0",15.362,15.362,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906755,true,1995-07-27 05:33:00.000,15.625,59.693,59.693,59.693,"2",15.625,15.625,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906756,true,1995-07-27 07:14:00.000,15.51,59.719,59.719,59.719,"0",15.51,15.51,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906757,true,1995-07-27 08:52:00.000,15.436,59.727,59.727,59.727,"0",15.436,15.436,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906758,true,1995-07-27 09:04:00.000,15.634,59.683,59.683,59.683,"0",15.634,15.634,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906759,true,1995-07-27 09:26:00.000,15.355,59.797,59.797,59.797,"A",15.355,15.355,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906760,true,1995-07-27 10:32:00.000,15.389,59.792,59.792,59.792,"A",15.389,15.389,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906761,true,1995-07-27 10:44:00.000,15.451,59.745,59.745,59.745,"2",15.451,15.451,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906762,true,1995-08-03 11:10:00.000,15.315,59.934,59.934,59.934,"0",15.315,15.315,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906763,true,1995-08-03 11:19:00.000,15.142,59.988,59.988,59.988,"A",15.142,15.142,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906764,true,1995-08-03 12:55:00.000,14.998,59.895,59.895,59.895,"A",14.998,14.998,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906765,true,1995-08-03 17:54:00.000,15.315,59.91,59.91,59.91,"1",15.315,15.315,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906766,true,1995-08-10 18:47:00.000,15.506,59.952,59.952,59.952,"A",15.506,15.506,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906767,true,1995-08-10 19:42:00.000,16.311,60.395,60.395,60.395,"A",16.311,16.311,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906768,true,1995-08-18 00:07:00.000,13.748,59.621,59.621,59.621,"A",13.748,13.748,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906769,true,1995-08-18 01:54:00.000,15.187,59.888,59.888,59.888,"0",15.187,15.187,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906770,true,1995-08-18 03:34:00.000,15.27,59.941,59.941,59.941,"0",15.27,15.27,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906771,true,1995-08-18 05:14:00.000,15.275,59.877,59.877,59.877,"0",15.275,15.275,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906772,true,1995-08-18 05:54:00.000,15.461,59.899,59.899,59.899,"A",15.461,15.461,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906773,true,1995-08-18 06:51:00.000,15.26,59.893,59.893,59.893,"0",15.26,15.26,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906774,true,1995-08-18 07:37:00.000,15.227,59.858,59.858,59.858,"A",15.227,15.227,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906775,true,1995-08-18 08:32:00.000,15.042,59.809,59.809,59.809,"A",15.042,15.042,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906776,true,1995-08-21 08:00:00.000,15.257,59.94,59.94,59.94,"A",15.257,15.257,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906777,true,1995-08-21 08:12:00.000,15.243,59.937,59.937,59.937,"0",15.243,15.243,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906778,true,1995-08-21 11:15:00.000,15.29,59.93,59.93,59.93,"1",15.29,15.29,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906779,true,1995-08-21 14:40:00.000,15.25,59.8,59.8,59.8,"0",15.25,15.25,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906780,true,1995-08-28 00:06:00.000,15.305,59.9,59.9,59.9,"A",15.305,15.305,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906781,true,1995-08-28 01:43:00.000,15.459,59.885,59.885,59.885,"A",15.459,15.459,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906782,true,1995-08-28 05:06:00.000,15.162,59.85,59.85,59.85,"A",15.162,15.162,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906783,true,1995-08-28 05:38:00.000,15.122,59.914,59.914,59.914,"0",15.122,15.122,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906784,true,1995-08-31 09:36:00.000,12.505,50.197,50.197,50.197,"B",12.505,12.505,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906785,true,1995-08-31 11:06:00.000,12.705,49.914,49.914,49.914,"B",12.705,12.705,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906786,true,1995-08-31 14:29:00.000,12.803,49.713,49.713,49.713,"B",12.803,12.803,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906787,true,1995-09-03 12:14:00.000,12.805,49.765,49.765,49.765,"B",12.805,12.805,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906788,true,1995-09-07 01:45:00.000,10.913,42.988,42.988,42.988,"A",10.913,10.913,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906789,true,1995-09-10 02:54:00.000,6.747,35.179,35.179,35.179,"A",6.747,6.747,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906790,true,1995-09-10 07:47:00.000,6.821,35.125,35.125,35.125,"0",6.821,6.821,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906791,true,1995-09-10 12:33:00.000,6.345,33.937,33.937,33.937,"1",6.345,6.345,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906792,true,1995-09-13 12:01:00.000,3.399,27.914,27.914,27.914,"A",3.399,3.399,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906793,true,1995-09-13 13:43:00.000,3.163,27.383,27.383,27.383,"0",3.163,3.163,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906794,true,1995-09-13 17:53:00.000,3.666,26.601,26.601,26.601,"0",3.666,3.666,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906795,true,1995-09-13 19:36:00.000,3.692,26.605,26.605,26.605,"1",3.692,3.692,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906796,true,1995-09-16 18:27:00.000,1.275,20.412,20.412,20.412,"3",1.275,1.275,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906797,true,1995-09-16 20:09:00.000,1.268,20.406,20.406,20.406,"1",1.268,1.268,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906798,true,1995-09-17 01:44:00.000,1.282,20.408,20.408,20.408,"0",1.282,1.282,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906799,true,1995-09-20 01:12:00.000,-1.353999999999985,13.539,13.539,13.539,"2",-1.354,-1.354,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906800,true,1995-09-20 02:54:00.000,-1.3840000000000146,13.532,13.532,13.532,"0",-1.384,-1.384,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906801,true,1995-09-20 05:56:00.000,-1.3489999999999895,13.564,13.564,13.564,"0",-1.349,-1.349,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906802,true,1995-09-20 07:34:00.000,-1.3260000000000218,13.581,13.581,13.581,"0",-1.326,-1.326,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906803,true,1995-09-20 09:12:00.000,-1.3589999999999804,13.343,13.343,13.343,"B",-1.359,-1.359,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906804,true,1995-09-23 08:08:00.000,-3.021000000000015,7.753,7.753,7.753,"B",-3.021,-3.021,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906805,true,1995-09-23 13:29:00.000,-3.5230000000000246,7.455,7.455,7.455,"0",-3.523,-3.523,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906806,true,1995-09-23 15:10:00.000,-3.7180000000000177,7.152,7.152,7.152,"0",-3.718,-3.718,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906807,true,1995-09-23 17:33:00.000,-4.079999999999984,7.327,7.327,7.327,"A",-4.08,-4.08,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906808,true,1995-09-26 19:44:00.000,-6.153999999999996,4.935,4.935,4.935,"A",-6.154,-6.154,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906809,true,1995-09-30 01:05:00.000,-6.22199999999998,5.184,5.184,5.184,"0",-6.222,-6.222,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906810,true,1995-09-30 02:49:00.000,-6.255999999999972,5.227,5.227,5.227,"0",-6.256,-6.256,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906811,true,1995-09-30 07:19:00.000,-6.206999999999994,5.192,5.192,5.192,"0",-6.207,-6.207,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906812,true,1995-10-03 07:53:00.000,-6.218999999999994,5.204,5.204,5.204,"1",-6.219,-6.219,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906813,true,1995-10-03 15:02:00.000,-6.25,5.194,5.194,5.194,"0",-6.25,-6.25,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906814,true,1995-10-06 14:28:00.000,-6.185000000000002,4.9,4.9,4.9,"0",-6.185,-6.185,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906815,true,1995-10-06 17:53:00.000,-6.1229999999999905,5.305,5.305,5.305,"B",-6.123,-6.123,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906816,true,1995-10-06 19:29:00.000,-6.25,5.235,5.235,5.235,"A",-6.25,-6.25,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906817,true,1995-10-06 21:09:00.000,-6.507000000000005,5.66,5.66,5.66,"A",-6.507,-6.507,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906818,true,1995-10-10 00:58:00.000,-6.240000000000009,5.275,5.275,5.275,"B",-6.24,-6.24,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906819,true,1995-10-10 02:39:00.000,-6.216000000000008,5.197,5.197,5.197,"2",-6.216,-6.216,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906820,true,1995-10-13 03:47:00.000,-6.247000000000014,5.178,5.178,5.178,"1",-6.247,-6.247,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906821,true,1995-10-13 09:16:00.000,-6.288999999999987,5.618,5.618,5.618,"B",-6.289,-6.289,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906822,true,1995-10-13 13:16:00.000,-5.661000000000001,5.255,5.255,5.255,"B",-5.661,-5.661,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906823,true,1995-10-16 12:42:00.000,-6.148000000000025,4.913,4.913,4.913,"B",-6.148,-6.148,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906824,true,1995-10-16 14:21:00.000,-6.230000000000018,5.202,5.202,5.202,"0",-6.23,-6.23,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906825,true,1995-10-16 19:11:00.000,-6.271999999999991,5.192,5.192,5.192,"0",-6.272,-6.272,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906826,true,1995-10-16 20:52:00.000,-6.2660000000000196,5.239,5.239,5.239,"0",-6.266,-6.266,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906827,true,1995-10-19 19:45:00.000,-6.211999999999989,4.94,4.94,4.94,"0",-6.212,-6.212,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906828,true,1995-10-20 00:53:00.000,-6.223000000000013,4.925,4.925,4.925,"0",-6.223,-6.223,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906829,true,1995-10-20 02:31:00.000,-6.228999999999985,4.932,4.932,4.932,"0",-6.229,-6.229,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906830,true,1995-10-23 02:00:00.000,-6.2590000000000146,5.198,5.198,5.198,"1",-6.259,-6.259,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906831,true,1995-10-23 03:43:00.000,-6.242000000000019,5.216,5.216,5.216,"B",-6.242,-6.242,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906832,true,1995-10-23 07:18:00.000,-6.237000000000023,5.194,5.194,5.194,"0",-6.237,-6.237,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906833,true,1995-10-23 08:56:00.000,-6.255999999999972,5.175,5.175,5.175,"0",-6.256,-6.256,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906834,true,1995-10-26 14:14:00.000,-6.262999999999977,5.186,5.186,5.186,"0",-6.263,-6.263,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906835,true,1995-10-26 15:53:00.000,-6.302000000000021,5.111,5.111,5.111,"B",-6.302,-6.302,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906836,true,1995-10-26 18:50:00.000,-6.846000000000004,5.588,5.588,5.588,"B",-6.846,-6.846,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906837,true,1995-10-29 19:28:00.000,-6.170999999999992,5.21,5.21,5.21,"0",-6.171,-6.171,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906838,true,1995-10-29 21:07:00.000,-6.278999999999996,5.164,5.164,5.164,"B",-6.279,-6.279,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906839,true,1995-11-02 01:52:00.000,-6.2479999999999905,5.202,5.202,5.202,"1",-6.248,-6.248,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906840,true,1995-11-02 03:31:00.000,-6.235000000000014,5.193,5.193,5.193,"0",-6.235,-6.235,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906841,true,1995-11-02 07:00:00.000,-6.2450000000000045,5.196,5.196,5.196,"1",-6.245,-6.245,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906842,true,1995-11-02 08:42:00.000,-6.213000000000022,5.172,5.172,5.172,"1",-6.213,-6.213,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906843,true,1995-11-05 07:34:00.000,-6.257000000000005,5.207,5.207,5.207,"0",-6.257,-6.257,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906844,true,1995-11-05 09:16:00.000,-6.261000000000024,4.534,4.534,4.534,"A",-6.261,-6.261,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906845,true,1995-11-05 14:06:00.000,-6.13900000000001,5.227,5.227,5.227,"0",-6.139,-6.139,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906846,true,1995-11-08 15:14:00.000,-6.201999999999998,5.189,5.189,5.189,"B",-6.202,-6.202,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906847,true,1995-11-08 19:11:00.000,-6.250999999999976,5.21,5.21,5.21,"0",-6.251,-6.251,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906848,true,1995-11-08 20:49:00.000,-6.2099999999999795,5.15,5.15,5.15,"B",-6.21,-6.21,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906849,true,1995-11-12 01:45:00.000,-6.230000000000018,5.209,5.209,5.209,"2",-6.23,-6.23,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906850,true,1995-11-12 03:26:00.000,-6.233000000000004,5.191,5.191,5.191,"0",-6.233,-6.233,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906851,true,1995-11-12 06:44:00.000,-6.228999999999985,5.205,5.205,5.205,"0",-6.229,-6.229,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906852,true,1995-11-15 07:16:00.000,-6.2379999999999995,5.196,5.196,5.196,"0",-6.238,-6.238,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906853,true,1995-11-15 13:59:00.000,-6.2660000000000196,5.186,5.186,5.186,"0",-6.266,-6.266,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906854,true,1995-11-18 13:26:00.000,-6.22199999999998,5.191,5.191,5.191,"0",-6.222,-6.222,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906855,true,1995-11-18 15:05:00.000,-6.125999999999976,5.179,5.179,5.179,"A",-6.126,-6.126,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906856,true,1995-11-18 18:56:00.000,-6.211000000000013,5.207,5.207,5.207,"0",-6.211,-6.211,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906857,true,1995-11-21 19:31:00.000,-6.182999999999993,5.214,5.214,5.214,"B",-6.183,-6.183,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906858,true,1995-11-22 01:35:00.000,-6.2409999999999854,5.194,5.194,5.194,"0",-6.241,-6.241,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906859,true,1995-11-22 03:20:00.000,-6.149000000000001,5.161,5.161,5.161,"0",-6.149,-6.149,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906860,true,1995-11-25 02:45:00.000,-6.23599999999999,5.202,5.202,5.202,"1",-6.236,-6.236,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906861,true,1995-11-25 06:57:00.000,-6.235000000000014,5.186,5.186,5.186,"0",-6.235,-6.235,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906862,true,1995-11-28 13:20:00.000,-6.170999999999992,5.18,5.18,5.18,"0",-6.171,-6.171,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906863,true,1995-11-28 15:01:00.000,-6.156999999999982,5.091,5.091,5.091,"0",-6.157,-6.157,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906864,true,1995-11-28 18:37:00.000,-6.242000000000019,5.214,5.214,5.214,"0",-6.242,-6.242,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906865,true,1995-12-01 19:11:00.000,-6.23599999999999,5.204,5.204,5.204,"A",-6.236,-6.236,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906866,true,1995-12-01 20:51:00.000,-6.357000000000028,5.19,5.19,5.19,"B",-6.357,-6.357,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906867,true,1995-12-02 01:26:00.000,-6.2409999999999854,5.217,5.217,5.217,"0",-6.241,-6.241,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906868,true,1995-12-02 03:11:00.000,-6.2620000000000005,5.237,5.237,5.237,"0",-6.262,-6.262,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906869,true,1995-12-05 00:54:00.000,-6.197000000000003,5.205,5.205,5.205,"B",-6.197,-6.197,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906870,true,1995-12-05 02:37:00.000,-6.249000000000024,5.213,5.213,5.213,"1",-6.249,-6.249,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906871,true,1995-12-05 06:40:00.000,-6.274999999999977,5.232,5.232,5.232,"0",-6.275,-6.275,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906872,true,1995-12-05 08:24:00.000,-6.2379999999999995,5.195,5.195,5.195,"0",-6.238,-6.238,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906873,true,1995-12-08 08:58:00.000,-6.209000000000003,5.174,5.174,5.174,"0",-6.209,-6.209,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906874,true,1995-12-08 14:51:00.000,-6.232000000000028,5.236,5.236,5.236,"0",-6.232,-6.232,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906875,true,1995-12-11 18:55:00.000,-6.226999999999975,5.202,5.202,5.202,"1",-6.227,-6.227,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906876,true,1995-12-11 20:30:00.000,-6.233000000000004,5.188,5.188,5.188,"0",-6.233,-6.233,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906877,true,1995-12-15 02:29:00.000,-6.228000000000009,5.195,5.195,5.195,"1",-6.228,-6.228,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906878,true,1995-12-15 06:21:00.000,-6.211000000000013,5.208,5.208,5.208,"B",-6.211,-6.211,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906879,true,1995-12-15 08:04:00.000,-6.204000000000008,5.19,5.19,5.19,"0",-6.204,-6.204,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906880,true,1995-12-18 06:58:00.000,-6.221000000000004,5.214,5.214,5.214,"A",-6.221,-6.221,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906881,true,1995-12-18 08:41:00.000,-6.267999999999972,5.254,5.254,5.254,"A",-6.268,-6.268,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906882,true,1995-12-18 14:45:00.000,-6.26400000000001,5.195,5.195,5.195,"0",-6.264,-6.264,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906883,true,1995-12-21 18:39:00.000,-6.326999999999998,5.186,5.186,5.186,"0",-6.327,-6.327,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906884,true,1995-12-21 20:15:00.000,-6.26400000000001,5.207,5.207,5.207,"A",-6.264,-6.264,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906885,true,1995-12-25 02:23:00.000,-6.271000000000015,5.206,5.206,5.206,"1",-6.271,-6.271,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906886,true,1995-12-25 06:09:00.000,-6.329999999999984,5.168,5.168,5.168,"B",-6.33,-6.33,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906887,true,1995-12-28 06:39:00.000,-6.22199999999998,5.203,5.203,5.203,"0",-6.222,-6.222,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906888,true,1995-12-28 08:22:00.000,-6.214999999999975,5.183,5.183,5.183,"1",-6.215,-6.215,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906889,true,1995-12-31 14:06:00.000,-6.459000000000003,5.144,5.144,5.144,"0",-6.459,-6.459,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906890,true,1995-12-31 18:18:00.000,-6.235000000000014,5.154,5.154,5.154,"B",-6.235,-6.235,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906891,true,1995-12-31 19:55:00.000,-6.149000000000001,5.227,5.227,5.227,"B",-6.149,-6.149,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906892,true,1996-01-03 18:51:00.000,-6.242000000000019,5.191,5.191,5.191,"A",-6.242,-6.242,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906893,true,1996-01-03 20:30:00.000,-6.208000000000027,5.184,5.184,5.184,"0",-6.208,-6.208,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
507906894,true,1996-01-04 02:15:00.000,-6.204999999999984,5.192,5.192,5.192,"0",-6.205,-6.205,"argos-doppler-shift",,"Fe43-95","Fe43-95","Osprey (A), Southern Sweden"
