event-id,visible,timestamp,location-long,location-lat,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
507904436,true,1996-07-12 08:08:00.000,15.668,59.751,59.751,59.751,"A",15.668,15.668,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904437,true,1996-07-12 09:24:00.000,15.698,59.538,59.538,59.538,"A",15.698,15.698,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904438,true,1996-07-15 16:54:00.000,15.173,59.573,59.573,59.573,"0",15.173,15.173,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904439,true,1996-07-19 01:30:00.000,15.63,59.662,59.662,59.662,"0",15.63,15.63,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904440,true,1996-07-19 03:11:00.000,15.483,59.71,59.71,59.71,"0",15.483,15.483,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904441,true,1996-07-19 04:53:00.000,15.676,59.725,59.725,59.725,"0",15.676,15.676,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904442,true,1996-07-22 14:19:00.000,17.022,60.041,60.041,60.041,"0",17.022,17.022,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904443,true,1996-07-22 14:23:00.000,15.561,59.7,59.7,59.7,"1",15.561,15.561,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904444,true,1996-07-26 01:54:00.000,15.478,59.691,59.691,59.691,"0",15.478,15.478,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904445,true,1996-07-29 08:39:00.000,15.815,59.599,59.599,59.599,"A",15.815,15.815,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904446,true,1996-07-29 10:16:00.000,16.134,59.301,59.301,59.301,"0",16.134,16.134,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904447,true,1996-08-01 10:47:00.000,15.596,59.636,59.636,59.636,"A",15.596,15.596,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904448,true,1996-08-01 14:08:00.000,13.945,60.577,60.577,60.577,"A",13.945,13.945,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904449,true,1996-08-05 01:47:00.000,15.73,59.626,59.626,59.626,"0",15.73,15.73,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904450,true,1996-08-08 02:52:00.000,15.655,59.722,59.722,59.722,"0",15.655,15.655,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904451,true,1996-08-08 05:01:00.000,15.846,59.706,59.706,59.706,"0",15.846,15.846,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904452,true,1996-08-08 06:41:00.000,14.803,62.155,62.155,62.155,"A",14.803,14.803,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904453,true,1996-08-08 09:31:00.000,16.202,59.747,59.747,59.747,"0",16.202,16.202,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904454,true,1996-08-08 12:51:00.000,16.801,59.368,59.368,59.368,"0",16.801,16.801,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904455,true,1996-08-11 15:23:00.000,13.377,58.784,58.784,58.784,"A",13.377,13.377,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904456,true,1996-08-11 17:06:00.000,15.775,59.718,59.718,59.718,"0",15.775,15.775,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904457,true,1996-08-18 08:05:00.000,15.684,59.661,59.661,59.661,"A",15.684,15.684,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904458,true,1996-08-21 12:09:00.000,15.571,59.31,59.31,59.31,"A",15.571,15.571,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904459,true,1996-08-21 15:09:00.000,14.972,59.774,59.774,59.774,"0",14.972,14.972,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904460,true,1996-08-21 16:45:00.000,16.906,59.869,59.869,59.869,"A",16.906,16.906,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904461,true,1996-08-28 10:55:00.000,15.354,59.575,59.575,59.575,"0",15.354,15.354,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904462,true,1996-08-31 19:53:00.000,16.098,59.596,59.596,59.596,"A",16.098,16.098,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904463,true,1996-09-04 01:19:00.000,15.817,59.548,59.548,59.548,"0",15.817,15.817,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904464,true,1996-09-04 06:21:00.000,15.492,59.683,59.683,59.683,"A",15.492,15.492,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904465,true,1996-09-07 09:08:00.000,-3.4879999999999995,43.257,43.257,43.257,"B",-3.488,-3.488,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904466,true,1996-09-07 09:22:00.000,-3.228999999999985,43.288,43.288,43.288,"B",-3.229,-3.229,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904467,true,1996-09-07 14:02:00.000,-3.423000000000002,41.913,41.913,41.913,"0",-3.423,-3.423,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904468,true,1996-09-10 13:30:00.000,-6.882999999999981,33.851,33.851,33.851,"A",-6.883,-6.883,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904469,true,1996-09-10 15:10:00.000,-7.069999999999993,33.683,33.683,33.683,"0",-7.07,-7.07,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904470,true,1996-09-10 19:26:00.000,-7.386000000000024,32.282,32.282,32.282,"1",-7.386,-7.386,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904471,true,1996-09-10 20:17:00.000,-7.425999999999988,32.017,32.017,32.017,"A",-7.426,-7.426,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904472,true,1996-09-14 01:26:00.000,-13.15100000000001,23.808,23.808,23.808,"B",-13.151,-13.151,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904473,true,1996-09-14 04:46:00.000,-13.103999999999985,23.911,23.911,23.911,"0",-13.104,-13.104,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904474,true,1996-09-14 06:45:00.000,-12.976999999999975,23.623,23.623,23.623,"0",-12.977,-12.977,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904475,true,1996-09-17 07:20:00.000,-16.45799999999997,13.201,13.201,13.201,"A",-16.458,-16.458,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904476,true,1996-09-17 08:59:00.000,-16.444999999999993,12.814,12.814,12.814,"0",-16.445,-16.445,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904477,true,1996-09-17 13:48:00.000,-16.355000000000018,12.146,12.146,12.146,"0",-16.355,-16.355,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904478,true,1996-09-20 16:34:00.000,-15.807000000000016,11.011,11.011,11.011,"A",-15.807,-15.807,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904479,true,1996-09-20 19:02:00.000,-16.069000000000017,11.429,11.429,11.429,"0",-16.069,-16.069,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904480,true,1996-09-20 20:40:00.000,-16.055000000000007,11.455,11.455,11.455,"1",-16.055,-16.055,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904481,true,1996-09-24 03:00:00.000,-16.101,11.453,11.453,11.453,"0",-16.101,-16.101,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904482,true,1996-09-24 08:09:00.000,-15.980000000000018,11.413,11.413,11.413,"0",-15.98,-15.98,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904483,true,1996-09-27 07:03:00.000,-16.196000000000026,11.485,11.485,11.485,"0",-16.196,-16.196,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904484,true,1996-09-27 08:43:00.000,-16.048999999999978,11.434,11.434,11.434,"0",-16.049,-16.049,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904485,true,1996-09-27 13:38:00.000,-16.168000000000006,11.264,11.264,11.264,"0",-16.168,-16.168,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904486,true,1996-09-27 15:17:00.000,-16.069000000000017,11.401,11.401,11.401,"0",-16.069,-16.069,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904487,true,1996-09-30 14:48:00.000,-16.043999999999983,11.446,11.446,11.446,"0",-16.044,-16.044,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904488,true,1996-09-30 18:44:00.000,-16.05000000000001,11.465,11.465,11.465,"0",-16.05,-16.05,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904489,true,1996-09-30 20:23:00.000,-16.057000000000016,11.462,11.462,11.462,"1",-16.057,-16.057,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904490,true,1996-10-04 02:50:00.000,-16.047000000000025,11.448,11.448,11.448,"1",-16.047,-16.047,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904491,true,1996-10-07 08:25:00.000,-16.028999999999996,11.452,11.452,11.452,"1",-16.029,-16.029,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904492,true,1996-10-07 15:11:00.000,-16.02199999999999,11.885,11.885,11.885,"0",-16.022,-16.022,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904493,true,1996-10-10 20:03:00.000,-16.038999999999987,11.451,11.451,11.451,"1",-16.039,-16.039,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904494,true,1996-10-14 02:46:00.000,-16.055999999999983,11.455,11.455,11.455,"1",-16.056,-16.056,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904495,true,1996-10-14 04:26:00.000,-16.081000000000017,11.48,11.48,11.48,"2",-16.081,-16.081,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904496,true,1996-10-14 07:30:00.000,-16.10699999999997,11.432,11.432,11.432,"0",-16.107,-16.107,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904497,true,1996-10-17 08:06:00.000,-15.968000000000018,11.438,11.438,11.438,"0",-15.968,-15.968,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904498,true,1996-10-17 15:03:00.000,-15.668999999999983,11.499,11.499,11.499,"0",-15.669,-15.669,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904499,true,1996-10-20 16:09:00.000,-15.949999999999989,11.346,11.346,11.346,"0",-15.95,-15.95,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904500,true,1996-10-20 18:06:00.000,-16.045999999999992,11.544,11.544,11.544,"1",-16.046,-16.046,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904501,true,1996-10-24 02:34:00.000,-15.858000000000004,11.253,11.253,11.253,"0",-15.858,-15.858,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904502,true,1996-10-27 07:50:00.000,-16.079000000000008,11.474,11.474,11.474,"0",-16.079,-16.079,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904503,true,1996-10-27 09:26:00.000,-16.576999999999998,11.671,11.671,11.671,"0",-16.577,-16.577,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904504,true,1996-10-27 14:53:00.000,-14.981999999999971,11.636,11.636,11.636,"0",-14.982,-14.982,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904505,true,1996-10-30 16:00:00.000,-16.033000000000015,11.41,11.41,11.41,"0",-16.033,-16.033,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904506,true,1996-11-03 02:26:00.000,-16.062999999999988,11.477,11.477,11.477,"0",-16.063,-16.063,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904507,true,1996-11-03 04:08:00.000,-16.031999999999982,11.469,11.469,11.469,"0",-16.032,-16.032,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904508,true,1996-11-03 08:33:00.000,-16.10300000000001,11.59,11.59,11.59,"0",-16.103,-16.103,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904509,true,1996-11-06 07:29:00.000,-16.05000000000001,11.455,11.455,11.455,"1",-16.05,-16.05,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904510,true,1996-11-06 09:05:00.000,-16.591999999999985,11.353,11.353,11.353,"0",-16.592,-16.592,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904511,true,1996-11-06 14:48:00.000,-16.091000000000008,11.432,11.432,11.432,"0",-16.091,-16.091,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904512,true,1996-11-09 15:55:00.000,-15.983000000000004,11.475,11.475,11.475,"0",-15.983,-15.983,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904513,true,1996-11-09 19:08:00.000,-16.096000000000004,11.454,11.454,11.454,"0",-16.096,-16.096,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904514,true,1996-11-13 04:01:00.000,-16.055999999999983,11.454,11.454,11.454,"1",-16.056,-16.056,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904515,true,1996-11-13 06:36:00.000,-16.048999999999978,11.456,11.456,11.456,"0",-16.049,-16.049,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904516,true,1996-11-16 08:50:00.000,-16.18599999999998,11.483,11.483,11.483,"0",-16.186,-16.186,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904517,true,1996-11-16 14:37:00.000,-16.398000000000025,11.274,11.274,11.274,"0",-16.398,-16.398,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904518,true,1996-11-19 18:49:00.000,-16.053999999999974,11.449,11.449,11.449,"3",-16.054,-16.054,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904519,true,1996-11-19 20:28:00.000,-16.062000000000012,11.449,11.449,11.449,"1",-16.062,-16.062,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904520,true,1996-11-23 03:52:00.000,-16.043000000000006,11.447,11.447,11.447,"2",-16.043,-16.043,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904521,true,1996-11-23 07:58:00.000,-15.939999999999998,11.427,11.427,11.427,"0",-15.94,-15.94,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904522,true,1996-11-26 14:30:00.000,-16.214,11.565,11.565,11.565,"0",-16.214,-16.214,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904523,true,1996-11-26 16:11:00.000,-16.132000000000005,11.431,11.431,11.431,"0",-16.132,-16.132,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904524,true,1996-11-26 19:36:00.000,-16.016999999999996,11.456,11.456,11.456,"1",-16.017,-16.017,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904525,true,1996-11-29 20:10:00.000,-16.057000000000016,11.447,11.447,11.447,"2",-16.057,-16.057,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904526,true,1996-12-03 07:38:00.000,-16.170999999999992,11.474,11.474,11.474,"0",-16.171,-16.171,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904527,true,1996-12-03 14:55:00.000,-15.911000000000001,11.467,11.467,11.467,"0",-15.911,-15.911,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904528,true,1996-12-06 14:21:00.000,-15.860000000000014,11.612,11.612,11.612,"0",-15.86,-15.86,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904529,true,1996-12-06 16:04:00.000,-16.202999999999975,11.419,11.419,11.419,"0",-16.203,-16.203,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904530,true,1996-12-06 19:15:00.000,-16.047000000000025,11.435,11.435,11.435,"0",-16.047,-16.047,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904531,true,1996-12-10 02:23:00.000,-16.052999999999997,11.429,11.429,11.429,"0",-16.053,-16.053,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904532,true,1996-12-10 06:42:00.000,-16.079999999999984,11.438,11.438,11.438,"0",-16.08,-16.08,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904533,true,1996-12-10 08:27:00.000,-16.093000000000018,11.565,11.565,11.565,"0",-16.093,-16.093,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904534,true,1996-12-13 08:58:00.000,-15.913999999999987,11.398,11.398,11.398,"0",-15.914,-15.914,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904535,true,1996-12-13 14:45:00.000,-15.786999999999978,11.524,11.524,11.524,"0",-15.787,-15.787,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904536,true,1996-12-13 16:22:00.000,-15.995000000000005,11.379,11.379,11.379,"0",-15.995,-15.995,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904537,true,1996-12-16 18:59:00.000,-16.043000000000006,11.449,11.449,11.449,"2",-16.043,-16.043,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904538,true,1996-12-17 02:48:00.000,-16.048000000000002,11.45,11.45,11.45,"3",-16.048,-16.048,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904539,true,1996-12-20 02:14:00.000,-16.11700000000002,11.465,11.465,11.465,"0",-16.117,-16.117,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904540,true,1996-12-20 03:56:00.000,-15.990999999999985,11.367,11.367,11.367,"1",-15.991,-15.991,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904541,true,1996-12-20 08:06:00.000,-15.980000000000018,11.428,11.428,11.428,"0",-15.98,-15.98,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904542,true,1996-12-23 14:35:00.000,-15.858000000000004,11.355,11.355,11.355,"0",-15.858,-15.858,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904543,true,1996-12-26 20:19:00.000,-16.06099999999998,11.464,11.464,11.464,"1",-16.061,-16.061,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904544,true,1996-12-27 02:41:00.000,-16.16500000000002,11.428,11.428,11.428,"0",-16.165,-16.165,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904545,true,1996-12-27 04:23:00.000,-16.084000000000003,11.434,11.434,11.434,"1",-16.084,-16.084,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904546,true,1997-01-02 14:28:00.000,-16.139999999999986,11.458,11.458,11.458,"0",-16.14,-16.14,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904547,true,1997-01-02 16:09:00.000,-16.004999999999995,11.394,11.394,11.394,"0",-16.005,-16.005,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904548,true,1997-01-02 19:27:00.000,-16.050999999999988,11.45,11.45,11.45,"2",-16.051,-16.051,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904549,true,1997-01-06 08:34:00.000,-15.826999999999998,11.382,11.382,11.382,"0",-15.827,-15.827,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904550,true,1997-01-09 18:34:00.000,-15.781000000000006,11.49,11.49,11.49,"0",-15.781,-15.781,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904551,true,1997-01-12 19:10:00.000,-16.045999999999992,11.427,11.427,11.427,"0",-16.046,-16.046,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904552,true,1997-01-12 20:47:00.000,-16.074000000000012,11.468,11.468,11.468,"0",-16.074,-16.074,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904553,true,1997-01-13 02:54:00.000,-15.557000000000016,11.221,11.221,11.221,"0",-15.557,-15.557,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904554,true,1997-01-16 04:06:00.000,-15.853000000000009,11.497,11.497,11.497,"0",-15.853,-15.853,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904555,true,1997-01-16 08:16:00.000,-16.067999999999984,11.357,11.357,11.357,"0",-16.068,-16.068,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904556,true,1997-01-19 14:44:00.000,-16.266999999999996,11.665,11.665,11.665,"0",-16.267,-16.267,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904557,true,1997-01-19 19:54:00.000,-16.067999999999984,11.449,11.449,11.449,"0",-16.068,-16.068,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904558,true,1997-01-22 20:31:00.000,-16.016999999999996,11.428,11.428,11.428,"0",-16.017,-16.017,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904559,true,1997-01-23 02:48:00.000,-15.97199999999998,11.422,11.422,11.422,"0",-15.972,-15.972,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904560,true,1997-01-23 04:32:00.000,-15.869000000000028,11.363,11.363,11.363,"0",-15.869,-15.869,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904561,true,1997-01-26 07:58:00.000,-15.966999999999985,11.449,11.449,11.449,"0",-15.967,-15.967,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904562,true,1997-01-29 14:34:00.000,-15.843000000000018,11.735,11.735,11.735,"0",-15.843,-15.843,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904563,true,1997-02-02 04:21:00.000,-16.237000000000023,11.609,11.609,11.609,"0",-16.237,-16.237,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904564,true,1997-02-05 14:57:00.000,-16.156000000000006,11.492,11.492,11.492,"0",-16.156,-16.156,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904565,true,1997-02-08 19:19:00.000,-16.038999999999987,11.455,11.455,11.455,"1",-16.039,-16.039,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904566,true,1997-02-09 03:03:00.000,-16.040999999999997,11.448,11.448,11.448,"0",-16.041,-16.041,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904567,true,1997-02-12 02:33:00.000,-16.036999999999978,11.465,11.465,11.465,"2",-16.037,-16.037,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
507904568,true,1997-02-12 04:09:00.000,-16.043999999999983,11.479,11.479,11.479,"0",-16.044,-16.044,"argos-doppler-shift",,"Ma50-96/50-00","Ma50-96/50-00","Osprey (A), Southern Sweden"
